Date Time,Tin,Tout,GasUsed,Srd
2018-11-16 23:00:00,18.002,8.978,0.0,1
2018-11-17 00:00:00,17.69072727,8.581,0.0,2
2018-11-17 01:00:00,17.42263636,8.68,0.0,2
2018-11-17 02:00:00,17.21509091,8.581,0.0,2
2018-11-17 03:00:00,17.01581818,8.481,0.0,1
2018-11-17 04:00:00,16.843,8.481,0.0,2
2018-11-17 05:00:00,16.660999999999998,8.182,0.0,1
2018-11-17 06:00:00,16.51372727,8.182,12.13760053,2
2018-11-17 07:00:00,17.907,7.682,1.0021871999999998,2
2018-11-17 08:00:00,17.91572727,7.682,5.010935999,1
2018-11-17 09:00:00,17.84636364,8.282,2.6724992000000003,12
2018-11-17 10:00:00,18.09718182,8.779,2.0043743999999997,49
2018-11-17 11:00:00,18.24436364,10.845999999999998,3.451978134,89
2018-11-17 12:00:00,18.668,9.571,2.227082666,100
2018-11-17 13:00:00,18.67654545,9.866,2.449790933,271
2018-11-17 14:00:00,18.39990909,9.571,4.120102933,90
2018-11-17 15:00:00,18.70245455,9.077,0.6681248000000001,90
2018-11-17 16:00:00,18.31345455,7.782,4.788227733,55
2018-11-17 17:00:00,18.42581818,6.6739999999999995,1.224895466,6
2018-11-17 18:00:00,18.33936364,5.347,3.3406239999999996,2
2018-11-17 19:00:00,18.13181818,5.141,3.0065616000000004,1
2018-11-17 20:00:00,18.33936364,4.727,2.227082667,2
2018-11-17 21:00:00,18.03663636,4.623,4.454165333,1
2018-11-17 22:00:00,18.30481818,4.207,0.0,1
2018-11-17 23:00:00,17.89827273,2.73,0.0,2
2018-11-18 00:00:00,17.39645455,2.303,0.0,1
2018-11-18 01:00:00,16.99836364,2.943,0.0,1
2018-11-18 02:00:00,16.65209091,2.8369999999999997,0.0,1
2018-11-18 03:00:00,16.38345455,3.049,0.0,1
2018-11-18 04:00:00,16.11481818,4.102,0.0,2
2018-11-18 05:00:00,15.898,4.727,0.0,2
2018-11-18 06:00:00,15.69845455,4.831,13.58520427,0
2018-11-18 07:00:00,17.14581818,5.86,1.224895467,2
2018-11-18 08:00:00,17.33609091,5.86,5.6790608,1
2018-11-18 09:00:00,17.241,6.37,3.563332267,13
2018-11-18 10:00:00,17.61290909,6.5729999999999995,3.3406239999999996,52
2018-11-18 11:00:00,17.42272727,7.28,5.010935999,64
2018-11-18 12:00:00,18.16636364,8.581,1.224895467,134
2018-11-18 13:00:00,18.19236364,9.767999999999999,5.344998400000001,119
2018-11-18 14:00:00,18.43454545,10.161,0.8908330659999999,255
2018-11-18 15:00:00,18.21818182,9.373,6.235831467000001,171
2018-11-18 16:00:00,18.24418182,7.582000000000001,0.890833067,74
2018-11-18 17:00:00,18.10590909,5.655,4.899581867,10
2018-11-18 18:00:00,18.03663636,3.998,1.8930202669999998,2
2018-11-18 19:00:00,17.98481818,3.049,3.451978134,2
2018-11-18 20:00:00,17.80327273,1.98,3.6746864,1
2018-11-18 21:00:00,17.97609091,1.764,2.0043743999999997,1
2018-11-18 22:00:00,17.59545455,1.548,1.3362496000000001,1
2018-11-18 23:00:00,17.43981818,1.548,0.0,1
2018-11-19 00:00:00,16.96381818,2.8369999999999997,0.0,1
2018-11-19 01:00:00,16.59145455,5.141,0.0,2
2018-11-19 02:00:00,16.31436364,5.86,0.0,1
2018-11-19 03:00:00,16.08027273,6.166,0.0,3
